load name,TTM pct
Load.tyn202_69902elb-1_0,0.952950677
Load.tyn202_69902elb-1_11,0.98640479
Load.tyn202_69902elb-1_14,0.41661938
Load.tyn202_69902elb-1_17,0.513349977
Load.tyn202_69902elb-1_20,0.58199671
Load.tyn202_69902elb-1_5,0.349789622
Load.tyn202_69902elb-1_8,0.785362133
Load.tyn202_x_2_079_abc75650-1_2,0.816364178
Load.tyn202_1189393elb-1_4,0.460846407
Load.tyn202_1189396elb-1_0,0.830851085
Load.tyn202_1189396elb-1_1,0.94682341
Load.tyn202_1189396elb-1_2,0.112233787
Load.tyn202_1189396elb-1_3,0.910568894
Load.tyn202_x_2_016_ac29657-1_1,0.957066598
Load.tyn202_x_2_018_ac64745-1_0,0.518260501
Load.tyn202_x_2_018_ac64745-1_1,0.595550065
Load.tyn202_x_2_018_ac64745-1_2,0.895380305
Load.tyn202_x_2_018_ac64745-1_3,0.428385451
Load.tyn202_x_2_018_ac64745-1_4,0.604056779
Load.tyn202_x_2_019_ac41220-1_0,0.703478346
Load.tyn202_x_2_019_ac41220-1_1,0.108272995
Load.tyn202_x_2_019_ac41220-1_2,0.827841552
Load.tyn202_x_2_019_ac41220-1_3,0.46408896
Load.tyn202_x_2_019_ac41220-1_4,0.999286633
Load.tyn202_x_2_232_ac64747-1_1,0.486111082
Load.tyn202_x_2_054_abc16392-1_2,0.652853359
Load.tyn202_x_2_273_abc2615-1_2,0.199476243
Load.tyn202_x_2_382_abc2616-1_2,0.406300425
Load.tyn202_x_2_132_abc53793-1_0,0.275994735
Load.tyn202_x_2_132_abc53793-1_1,0.716636353
Load.tyn202_x_2_132_abc53793-1_2,0.061947293
Load.tyn202_x_2_408_abc53796-1_2,0.329414683
Load.tyn202_x_2_188_abc53798-1_0,0.649865537
Load.tyn202_x_2_188_abc53798-1_2,0.607166626
Load.tyn202_x_2_188_abc53798-1_4,0.496240714
Load.tyn202_x_2_188_abc53798-1_6,0.076610917
Load.tyn202_x_2_188_abc53798-1_7,0.64797271
Load.tyn202_x_2_126_c75628-1_0,0.145908981
Load.tyn202_x_2_126_c75628-1_1,0.884732106
Load.tyn202_x_2_126_c75628-1_2,0.170245061
Load.tyn202_x_2_126_c75628-1_3,0.525338319
Load.tyn202_x_2_126_c75628-1_4,0.755109356
Load.tyn202_x_2_125_c75630-1_0,0.516324747
Load.tyn202_x_2_125_c75630-1_1,0.836602181
Load.tyn202_x_2_125_c75630-1_2,0.611484522
Load.tyn202_x_2_124_c2363-1_0,0.385881531
Load.tyn202_x_2_124_c2363-1_1,0.253354258
Load.tyn202_x_2_124_c2363-1_2,0.171857563
Load.tyn202_x_2_218_c2365-1_0,0.475777917
Load.tyn202_x_2_218_c2365-1_1,0.83597258
Load.tyn202_x_2_218_c2365-1_2,0.922336211
Load.tyn202_x_2_218_c2365-1_3,0.641088182
Load.tyn202_x_2_218_c2365-1_4,0.518183482
Load.tyn202_x_2_218_c2365-1_5,0.883450233
Load.tyn202_x_2_225_c2374-1_0,0.818952396
Load.tyn202_x_2_225_c2374-1_1,0.858603639
Load.tyn202_x_2_225_c2374-1_2,0.292732037
Load.tyn202_x_2_225_c2374-1_3,0.291170461
Load.tyn202_x_2_225_c2374-1_4,0.352225585
Load.tyn202_x_2_225_c2374-1_5,0.645624294
Load.tyn202_x_2_225_c2374-1_6,0.907441092
Load.tyn202_x_2_225_c2374-1_7,0.612663264
Load.tyn202_x_2_050_c2366-1_0,0.257335531
Load.tyn202_x_2_050_c2366-1_1,0.821976273
Load.tyn202_x_2_050_c2366-1_2,0.543688465
Load.tyn202_x_2_050_c2366-1_3,0.726455968
Load.tyn202_x_2_438_c1124119-1_0,0.192785191
Load.tyn202_x_2_438_c1124119-1_1,0.242770869
Load.tyn202_x_2_045_c1149758-1_0,0.663690781
Load.tyn202_x_2_045_c1149758-1_1,0.993323999
Load.tyn202_x_2_045_c1149758-1_2,0.26971487
Load.tyn202_1143229elb-1_0,0.90016211
Load.tyn202_1143229elb-1_5,0.211360321
Load.tyn202_64763elb-1_2,0.813016586
Load.tyn202_x_2_255_abc75621-1_2,0.244855788
Load.tyn202_x_2_255_abc75621-1_5,0.006010708
Load.tyn202_x_2_414_abc64754-1_0,0.822546155
Load.tyn202_x_2_416_c64756-1_0,0.952411308
Load.tyn202_64757elb-1_2,0.214908568
Load.tyn202_x_2_177_abc29654-1_0,0.3266694
Load.tyn202_x_2_177_abc29654-1_1,0.434973118
Load.tyn202_x_2_177_abc29654-1_10,0.693417968
Load.tyn202_x_2_177_abc29654-1_11,0.689184499
Load.tyn202_x_2_177_abc29654-1_12,0.401974549
Load.tyn202_x_2_177_abc29654-1_3,0.884466803
Load.tyn202_x_2_177_abc29654-1_5,0.303038518
Load.tyn202_x_2_177_abc29654-1_6,0.777123503
Load.tyn202_x_2_177_abc29654-1_7,0.683568172
Load.tyn202_80938elb-1_40,0.171863778
Load.tyn202_80938elb-1_41,0.858745192
Load.tyn202_80938elb-1_42,0.797019044
Load.tyn202_80938elb-1_43,0.642924725
Load.tyn202_80938elb-1_44,0.636816428
Load.tyn202_80938elb-1_45,0.821858374
Load.tyn202_80938elb-1_46,0.49258831
Load.tyn202_80938elb-1_5,0.649497939
Load.tyn202_80938elb-1_6,0.613648828
Load.tyn202_80938elb-1_7,0.314206772
Load.tyn202_80938elb-1_8,0.810353699
Load.tyn202_80938elb-1_9,0.364345152
Load.tyn202_w_5_105_abc95851-1_0,0.249540293
Load.tyn202_w_8_002_abc95841-1_0,0.008257116
Load.tyn202_w_8_003_abc65099-1_0,0.268427267
Load.tyn202_w_8_003_abc65099-1_1,0.598469781
Load.tyn202_w_8_003_abc65099-1_2,0.036675985
Load.tyn202_w_8_012_abc71051-1_0,0.282547792
Load.tyn202_w_8_012_abc71051-1_1,0.92574148
Load.tyn202_w_8_012_abc71051-1_2,0.920576397
Load.tyn202_w_8_012_abc71051-1_3,0.32796364
Load.tyn202_1190104elb-1_2,0.049830025
Load.tyn202_w_8_094_abc41186-1_0,0.362215676
Load.tyn202_w_8_094_abc41186-1_1,0.80623038
Load.tyn202_w_8_122_abc41185-1_0,0.71476681
Load.tyn202_w_8_122_abc41185-1_1,0.678307841
Load.tyn202_w_8_122_abc41185-1_2,0.275656775
Load.tyn202_w_8_122_abc41185-1_3,0.333359889
Load.tyn202_w_8_122_abc41185-1_4,0.429791725
Load.tyn202_w_8_122_abc41185-1_5,0.992636682
Load.tyn202_w_8_124_abc80952-1_0,0.736334782
Load.tyn202_w_8_124_abc80952-1_1,0.095536204
Load.tyn202_w_8_125_abc80953-1_0,0.646680892
Load.tyn202_w_8_125_abc80953-1_1,0.329943961
Load.tyn202_w_8_168_abc29626-1_11,0.774103505
Load.tyn202_w_8_168_abc29626-1_14,0.680350078
Load.tyn202_w_8_168_abc29626-1_17,0.320750736
Load.tyn202_w_8_168_abc29626-1_18,0.800544497
Load.tyn202_w_8_168_abc29626-1_2,0.049353181
Load.tyn202_w_8_168_abc29626-1_23,0.924930843
Load.tyn202_w_8_168_abc29626-1_5,0.125208194
Load.tyn202_w_8_168_abc29626-1_8,0.619732872
Load.tyn202_w_8_167_c29612-1_0,0.409090949
Load.tyn202_w_8_167_c29612-1_1,0.206448681
Load.tyn202_w_8_167_c29612-1_2,0.276634943
Load.tyn202_w_8_167_c29612-1_3,0.769711581
Load.tyn202_59728elb-1_2,0.744889532
Load.tyn202_w_5_133_abc74124-1_0,0.850214458
Load.tyn202_w_5_133_abc74124-1_1,0.164422811
Load.tyn202_w_5_058_abc74117-1_0,0.022374622
Load.tyn202_w_5_058_abc74117-1_1,0.168483996
Load.tyn202_w_5_029_abc14449-1_11,0.637764788
Load.tyn202_w_5_029_abc14449-1_14,0.156745694
Load.tyn202_w_5_029_abc14449-1_2,0.305110322
Load.tyn202_w_5_029_abc14449-1_5,0.823992324
Load.tyn202_w_5_029_abc14449-1_8,0.670891232
Load.tyn202_w_5_084_c1032370-1_0,0.304456651
Load.tyn202_263elb-1_2,0.314962807
Load.tyn202_w_5_006_abc14423-1_0,0.181388462
Load.tyn202_w_5_006_abc14423-1_1,0.988346397
Load.tyn202_w_2_011_abc57927-1_2,0.582690372
Load.tyn202_w_2_035_abc57939-1_2,0.580922837
Load.tyn202_w_2_035_abc57939-1_5,0.497724383
Load.tyn202_w_5_007_abc1143479-1_2,0.065603438
Load.tyn202_w_5_295_abc1039377-1_2,0.630193753
Load.tyn202_w_5_010_c14437-1_0,0.032124481
Load.tyn202_w_5_012_c14439-1_0,0.84907706
Load.tyn202_w_5_012_c14439-1_1,0.490725556
Load.tyn202_w_5_013_abc1042169-1_2,0.030187418
Load.tyn202_w_5_013_abc1042169-1_4,0.110461236
Load.tyn202_w_5_014_abc14420-1_0,0.425373889
Load.tyn202_w_5_014_abc14420-1_1,0.250144836
Load.tyn202_w_5_014_abc14420-1_2,0.592436602
Load.tyn202_w_5_296_abc1042171-1_0,0.153665814
Load.tyn202_1042173elb-1_2,0.530688088
Load.tyn202_w_5_074_abc14457-1_0,0.504545332
Load.tyn202_w_5_074_abc14457-1_1,0.379317614
Load.tyn202_w_5_074_abc14457-1_2,0.511525972
Load.tyn202_w_5_074_abc14457-1_3,0.104833463
Load.tyn202_w_5_074_abc14457-1_4,0.024451098
Load.tyn202_w_5_103_abc14461-1_0,0.720941815
Load.tyn202_w_5_103_abc14461-1_1,0.491597765
Load.tyn202_w_5_103_abc14461-1_2,0.150666692
Load.tyn202_w_5_103_abc14461-1_3,0.773046541
Load.tyn202_102861fuse-1_2,0.673517714
Load.tyn202_w_5_221_abc33458-1_0,0.757773023
Load.tyn202_w_5_221_abc33458-1_1,0.604390641
Load.tyn202_w_5_221_abc33458-1_2,0.176023401
Load.tyn202_w_5_244_abc45716-1_0,0.743363319
Load.tyn202_w_5_233_c14459-1_0,0.24554382
Load.tyn202_w_5_233_c14459-1_1,0.192862933
Load.tyn202_w_5_233_c14459-1_2,0.099738269
Load.tyn202_w_5_233_c14459-1_3,0.796749091
Load.tyn202_w_5_099_abc74118-1_1,0.136200913
Load.tyn202_w_5_219_abc89536-1_1,0.832933198
Load.tyn202_74133elb-1_0,0.763244634
Load.tyn202_74133elb-1_1,0.858110852
Load.tyn202_74133elb-1_2,0.252850349
Load.tyn202_74133elb-1_3,0.598316664
Load.tyn202_74134elb-1_0,0.369476113
Load.tyn202_74134elb-1_1,0.143548284
Load.tyn202_74134elb-1_2,0.938071634
Load.tyn202_74134elb-1_3,0.931556084
Load.tyn202_74128elb-1_0,0.171563336
Load.tyn202_74128elb-1_1,0.580394862
Load.tyn202_74128elb-1_2,0.247192066
Load.tyn202_74128elb-1_3,0.733479805
Load.tyn202_74128elb-1_4,0.505801371
Load.tyn202_74127elb-1_0,0.783279447
Load.tyn202_74127elb-1_1,0.31362657
Load.tyn202_74127elb-1_2,0.507674135
Load.tyn202_74127elb-1_3,0.098054347
Load.tyn202_74125elb-1_0,0.000974731
Load.tyn202_74125elb-1_1,0.387799194
Load.tyn202_74121elb-1_0,0.015626937
Load.tyn202_74121elb-1_1,0.026225355
Load.tyn202_74121elb-1_2,0.817116497
Load.tyn202_74121elb-1_3,0.886628097
Load.tyn202_74121elb-1_4,0.145386676
Load.tyn202_14464elb-1_0,0.687077728
Load.tyn202_14464elb-1_1,0.286699836
Load.tyn202_14464elb-1_2,0.251434192
Load.tyn202_14464elb-1_3,0.889878885
Load.tyn202_14465elb-1_0,0.431670829
Load.tyn202_14465elb-1_1,0.725162238
Load.tyn202_14465elb-1_2,0.562645396
Load.tyn202_14465elb-1_3,0.280612161
Load.tyn202_14466elb-1_0,0.75748434
Load.tyn202_14466elb-1_1,0.225549103
Load.tyn202_14466elb-1_2,0.61001725
Load.tyn202_14466elb-1_3,0.363331846
Load.tyn202_14467elb-1_0,0.773598683
Load.tyn202_14467elb-1_1,0.893294368
Load.tyn202_14467elb-1_2,0.724509678
Load.tyn202_74132elb-1_0,0.656337662
Load.tyn202_74132elb-1_1,0.383580899
Load.tyn202_74132elb-1_2,0.449386464
Load.tyn202_74132elb-1_3,0.668716537
Load.tyn202_59944elb-1_2,0.753330823
Load.tyn202_w_5_144_c95858-1_0,0.249842935
Load.tyn202_w_8_228_c41194-1_0,0.130772885
Load.tyn202_w_8_229_c2675-1_0,0.891736288
Load.tyn202_w_8_229_c2675-1_1,0.094988013
Load.tyn202_w_8_230_c2676-1_0,0.190163325
Load.tyn202_w_8_230_c2676-1_1,0.492201086
Load.tyn202_w_8_230_c2676-1_2,0.540858303
Load.tyn202_w_8_230_c2676-1_3,0.747618951
Load.tyn202_w_8_230_c2676-1_4,0.837590537
Load.tyn202_w_6_261_ac2683-1_0,0.166583743
Load.tyn202_w_6_261_ac2683-1_1,0.178611238
Load.tyn202_w_6_262_c2685-1_0,0.95726757
Load.tyn202_w_6_262_c2685-1_1,0.868825183
Load.tyn202_w_6_281_c2696-1_0,0.929506957
Load.tyn202_w_6_281_c2696-1_1,0.328135934
Load.tyn202_w_6_281_c2696-1_2,0.722972876
Load.tyn202_w_6_285_c90762-1_0,0.896910137
Load.tyn202_w_6_285_c90762-1_1,0.945111469
Load.tyn202_w_6_285_c90762-1_2,0.572718804
Load.tyn202_2711elb-1_0,0.824811802
Load.tyn202_2711elb-1_1,0.399435923
Load.tyn202_1187483elb-1_0,0.225366622
Load.tyn202_1187483elb-1_1,0.991257746
Load.tyn202_2698elb-1_0,0.847854783
Load.tyn202_2698elb-1_1,0.576501162
Load.tyn202_2698elb-1_10,0.656856837
Load.tyn202_2698elb-1_11,0.072181938
Load.tyn202_2698elb-1_12,0.460166116
Load.tyn202_2698elb-1_13,0.608957175
Load.tyn202_2698elb-1_14,0.05257052
Load.tyn202_2698elb-1_15,0.513022426
Load.tyn202_2698elb-1_2,0.153680859
Load.tyn202_2698elb-1_3,0.169620884
Load.tyn202_2698elb-1_4,0.025036085
Load.tyn202_2698elb-1_5,0.83884774
Load.tyn202_2698elb-1_6,0.58587693
Load.tyn202_2698elb-1_7,0.508314668
Load.tyn202_2698elb-1_8,0.578386812
Load.tyn202_2698elb-1_9,0.200067397
Load.tyn202_w_6_518_abc1151521-1_2,0.186719502
Load.tyn202_w_6_518_abc1151521-1_5,0.245589949
